year,state,homes_sold,population
2024,New York,10531,"19,867,248 "
2021,North Carolina,1735,"10,564,320 "
2023,Colorado,3637,"5,901,339 "
2022,Virginia,1307,"8,683,414 "
2021,Michigan,11056,"10,041,351 "
2024,New York,10850,"19,867,248 "
2023,New Jersey,435,"9,379,642 "
2024,Indiana,360,"6,924,275 "
2020,Idaho,98,"1,849,415 "
2022,New Mexico,18,"2,113,868 "
2020,North Carolina,531,"10,449,652 "
2023,New York,324,"19,737,367 "
2020,Maryland,5168,"6,177,935 "
2020,Oregon,6168,"4,243,779 "
2020,New Jersey,873,"9,272,794 "
2023,Arizona,7353,"7,473,027 "
2021,New York,9302,"19,848,276 "
2024,New Mexico,24,"2,130,256 "
2021,North Carolina,77,"10,564,320 "
2024,California,698,"39,431,263 "
2023,Illinois,1058,"12,642,259 "
2022,Iowa,40,"3,202,820 "
2024,Columbia,151,"702,250 "
2022,Ohio,14394,"11,777,874 "
2020,Vermont,43,"642,977 "
2024,Wisconsin,6715,"5,960,975 "
2021,Nevada,709,"3,148,141 "
2023,Oklahoma,4580,"4,063,882 "
2020,Ohio,500,"11,798,905 "
2022,Montana,62,"1,122,095 "
2023,Idaho,49,"1,971,122 "
2024,Idaho,63,"2,001,619 "
2024,Texas,795,"31,290,831 "
2023,Vermont,561,"648,708 "
2024,Minnesota,1000,"5,793,151 "
2023,New Jersey,460,"9,379,642 "
2021,Mississippi,37,"2,947,209 "
2020,South Dakota,11,"887,948 "
2021,Louisiana,218,"4,627,971 "
2020,Connecticut,246,"3,579,918 "
2024,Iowa,327,"3,241,488 "
2020,Wisconsin,72,"5,897,375 "
2024,Minnesota,6506,"5,793,151 "
2024,Ohio,623,"11,883,304 "
2021,Arizona,705,"7,274,078 "
2020,Oregon,5397,"4,243,779 "
2020,Alaska,32,"733,017 "
2024,Kentucky,184,"4,588,372 "
2024,Utah,251,"3,503,613 "
2024,Massachusetts,510,"7,136,171 "
2024,New Hampshire,965,"1,409,032 "
2021,Colorado,89,"5,814,036 "
2023,Vermont,44,"648,708 "
2024,Michigan,11569,"10,140,459 "
2020,Rhode Island,1539,"1,096,530 "
2020,Michigan,13321,"10,072,703 "
2020,North Dakota,278,"779,563 "
2023,New Hampshire,132,"1,402,199 "
2023,Minnesota,2286,"5,753,048 "
2021,Florida,23171,"21,831,949 "
2022,New Mexico,6,"2,113,868 "
2024,Virginia,1427,"8,811,195 "
2020,Nebraska,1386,"1,963,387 "
2021,Alabama,278,"5,049,196 "
2022,Texas,978,"30,113,488 "
2023,Wisconsin,5147,"5,930,405 "
2020,South Dakota,790,"887,948 "
2021,New Mexico,8,"2,117,333 "
2021,Ohio,968,"11,767,344 "
2024,Texas,29172,"31,290,831 "
2020,Pennsylvania,3978,"12,996,143 "
2021,Kansas,19,"2,938,338 "
2020,Delaware,12,"991,928 "
2023,Idaho,2031,"1,971,122 "
2020,Wisconsin,91,"5,897,375 "
2024,Florida,25143,"23,372,215 "
2023,New Jersey,846,"9,379,642 "
2021,Indiana,5385,"6,815,907 "
2022,Vermont,452,"648,142 "
2023,Florida,395,"22,904,868 "
2022,Wisconsin,706,"5,903,975 "
2023,Massachusetts,3322,"7,066,568 "
2024,Alaska,45,"740,133 "
2022,Michigan,13934,"10,050,877 "
2020,South Carolina,8021,"5,132,249 "
2020,Alabama,6434,"5,033,094 "
2022,Nebraska,70,"1,972,246 "
2023,Hawaii,511,"1,441,387 "
2023,Louisiana,2608,"4,588,071 "
2021,Louisiana,189,"4,627,971 "
2022,California,3601,"39,142,414 "
2022,Maine,69,"1,390,922 "
2020,Columbia,15,"670,917 "
2020,Wisconsin,243,"5,897,375 "
2020,Columbia,956,"670,917 "
2024,South Dakota,62,"924,669 "
2024,Nebraska,32,"2,005,465 "
2023,Columbia,786,"687,324 "
2024,Illinois,386,"12,710,158 "
2021,Arizona,99,"7,274,078 "
2022,Ohio,40,"11,777,874 "
2021,New Jersey,1335,"9,270,541 "
2020,Mississippi,35,"2,958,536 "
2021,New Hampshire,203,"1,387,677 "
2023,New Hampshire,119,"1,402,199 "
2020,Indiana,70,"6,790,497 "
2024,Pennsylvania,344,"13,078,751 "
2024,Rhode Island,1178,"1,112,308 "
2022,Utah,345,"3,391,011 "
2024,New York,181,"19,867,248 "
2022,Georgia,1160,"10,931,805 "
2023,Pennsylvania,382,"13,017,721 "
2023,Idaho,58,"1,971,122 "
2022,North Carolina,14235,"10,710,793 "
2023,Connecticut,2639,"3,643,023 "
2023,Maryland,1785,"6,217,062 "
2022,Colorado,6849,"5,850,935 "
2021,Georgia,83,"10,792,060 "
2020,Hawaii,5,"1,451,252 "
2020,Oklahoma,22,"3,965,415 "
2023,Illinois,6904,"12,642,259 "
2021,New Jersey,816,"9,270,541 "
2020,Arizona,11731,"7,187,135 "
2023,Delaware,363,"1,036,423 "
2020,North Dakota,45,"779,563 "
2021,Maine,115,"1,378,931 "
2024,South Carolina,5703,"5,478,831 "
2022,Wisconsin,52,"5,903,975 "
2024,Connecticut,659,"3,675,069 "
2024,Missouri,97,"6,245,466 "
2024,New Hampshire,4,"1,409,032 "
2021,Arkansas,4437,"3,026,870 "
2022,Michigan,1046,"10,050,877 "
2024,Delaware,9,"1,051,917 "
2024,Florida,2325,"23,372,215 "
2020,Pennsylvania,10180,"12,996,143 "
2020,Alaska,36,"733,017 "
2021,Wyoming,553,"579,636 "
2021,Ohio,14857,"11,767,344 "
2024,Colorado,6880,"5,957,493 "
2021,Arkansas,4242,"3,026,870 "
2021,Wyoming,841,"579,636 "
2022,Arkansas,32,"3,047,704 "
2021,Idaho,3194,"1,904,848 "
2024,West Virginia,594,"1,769,979 "
2022,Minnesota,212,"5,721,621 "
2020,Vermont,528,"642,977 "
2020,Colorado,1144,"5,787,129 "
2024,Oregon,202,"4,272,371 "
2022,Mississippi,12,"2,941,939 "
2023,Alaska,56,"736,510 "
2021,Columbia,342,"669,256 "
2020,New York,15084,"20,105,171 "
2021,Colorado,116,"5,814,036 "
2024,Maine,57,"1,405,012 "
2022,Colorado,785,"5,850,935 "
2023,Oklahoma,21,"4,063,882 "
2021,Louisiana,221,"4,627,971 "
2022,Utah,623,"3,391,011 "
2020,Minnesota,837,"5,710,735 "
2022,Montana,76,"1,122,095 "
2024,New Jersey,462,"9,500,851 "
2020,Columbia,840,"670,917 "
2021,Wyoming,7,"579,636 "
2021,Texas,1009,"29,570,351 "
2021,Tennessee,457,"6,965,740 "
2020,New York,2098,"20,105,171 "
2020,Missouri,7220,"6,154,744 "
2023,Arkansas,59,"3,069,463 "
2023,Louisiana,2605,"4,588,071 "
2021,Nevada,4186,"3,148,141 "
2022,Washington,151,"7,794,123 "
2022,Tennessee,8667,"7,062,217 "
2020,Delaware,39,"991,928 "
2022,South Carolina,957,"5,287,935 "
2022,Georgia,12016,"10,931,805 "
2021,Columbia,1019,"669,256 "
2023,Hawaii,567,"1,441,387 "
2023,Nevada,2562,"3,214,363 "
2024,Montana,588,"1,137,233 "
2022,Colorado,7156,"5,850,935 "
2023,South Carolina,27,"5,387,830 "
2020,Florida,28214,"21,592,035 "
2021,Vermont,591,"647,210 "
2020,Columbia,19,"670,917 "
2022,Virginia,2233,"8,683,414 "
2021,New Jersey,7463,"9,270,541 "
2024,New Hampshire,35,"1,409,032 "
2020,Massachusetts,1379,"6,994,598 "
2023,Pennsylvania,2007,"13,017,721 "
2021,Alabama,14,"5,049,196 "
2020,Georgia,883,"10,732,888 "
2022,Massachusetts,806,"7,022,468 "
2021,Rhode Island,989,"1,097,246 "
2023,Louisiana,3844,"4,588,071 "
2024,Virginia,1711,"8,811,195 "
2023,Wisconsin,51,"5,930,405 "
2022,Texas,261,"30,113,488 "
2020,North Carolina,12085,"10,449,652 "
2024,New York,6560,"19,867,248 "
2021,Arkansas,48,"3,026,870 "
2024,Indiana,97,"6,924,275 "
2023,Hawaii,535,"1,441,387 "
2021,Vermont,789,"647,210 "
2023,Virginia,9260,"8,734,685 "
2023,North Carolina,1191,"10,881,189 "
2023,Alabama,13,"5,117,673 "
2023,Indiana,5657,"6,880,131 "
2023,Pennsylvania,2650,"13,017,721 "
2022,Nevada,3628,"3,176,116 "
2023,Columbia,307,"687,324 "
2024,South Dakota,800,"924,669 "
2020,Virginia,5497,"8,637,615 "
2021,New York,1108,"19,848,276 "
2022,Maine,1772,"1,390,922 "
2020,Nebraska,128,"1,963,387 "
2024,South Carolina,32,"5,478,831 "
2020,Idaho,105,"1,849,415 "
2020,Idaho,4395,"1,849,415 "
2023,Alaska,32,"736,510 "
2024,Mississippi,33,"2,943,045 "
2022,Vermont,78,"648,142 "
2022,North Dakota,9,"781,057 "
2023,Alaska,779,"736,510 "
2024,Oklahoma,55,"4,095,393 "
2020,Virginia,2158,"8,637,615 "
2020,Alaska,936,"733,017 "
2024,New Hampshire,292,"1,409,032 "
2021,Kansas,60,"2,938,338 "
2022,South Dakota,22,"909,723 "
2024,South Carolina,27,"5,478,831 "
2024,Nevada,356,"3,267,467 "
2021,Maryland,48,"6,179,403 "
2022,Hawaii,733,"1,440,359 "
2024,Columbia,191,"702,250 "
2023,Oklahoma,4061,"4,063,882 "
2021,Missouri,636,"6,171,374 "
2022,Arkansas,38,"3,047,704 "
2022,Washington,516,"7,794,123 "
2021,Hawaii,826,"1,447,029 "
2024,Nevada,4134,"3,267,467 "
2021,Columbia,22,"669,256 "
2024,Oregon,171,"4,272,371 "
2020,Minnesota,152,"5,710,735 "
2022,Delaware,935,"1,020,625 "
2024,Arizona,8421,"7,582,384 "
2022,Arizona,642,"7,377,566 "
2024,Ohio,80,"11,883,304 "
2022,Utah,4023,"3,391,011 "
2024,Idaho,2245,"2,001,619 "
2021,Massachusetts,1536,"7,000,474 "
2024,North Carolina,31,"11,046,024 "
2022,Kentucky,54,"4,519,233 "
2023,Illinois,2224,"12,642,259 "
2022,Rhode Island,185,"1,099,498 "
2021,Alabama,5274,"5,049,196 "
2022,Nebraska,23,"1,972,246 "
2021,Utah,445,"3,339,738 "
2020,Minnesota,911,"5,710,735 "
2021,Hawaii,5,"1,447,029 "
2022,Arkansas,36,"3,047,704 "
2023,Virginia,1128,"8,734,685 "
2024,Mississippi,1901,"2,943,045 "
2024,Wyoming,20,"587,618 "
2020,Alabama,189,"5,033,094 "
2020,Hawaii,750,"1,451,252 "
2021,Wyoming,7,"579,636 "
2022,West Virginia,14,"1,774,122 "
2021,Indiana,7065,"6,815,907 "
2021,Texas,34274,"29,570,351 "
2023,Kentucky,180,"4,550,595 "
2023,Oklahoma,2563,"4,063,882 "
2024,Montana,93,"1,137,233 "
2023,Michigan,12629,"10,083,356 "
2024,New York,960,"19,867,248 "
2021,Vermont,48,"647,210 "
2024,Missouri,4323,"6,245,466 "
2024,Oklahoma,24,"4,095,393 "
2024,South Carolina,4592,"5,478,831 "
2020,New Mexico,51,"2,118,606 "
2022,Wisconsin,49,"5,903,975 "
2024,Virginia,60,"8,811,195 "
2021,Oregon,90,"4,254,280 "
2023,Maine,6,"1,399,646 "
2023,Massachusetts,302,"7,066,568 "
2021,Alabama,6741,"5,049,196 "
2020,Washington,5580,"7,727,209 "
2022,Ohio,12866,"11,777,874 "
2023,New York,1037,"19,737,367 "
2024,Hawaii,4,"1,446,146 "
2024,Florida,7084,"23,372,215 "
2024,South Carolina,5553,"5,478,831 "
2022,Missouri,152,"6,179,414 "
2024,Alaska,377,"740,133 "
2021,Mississippi,9,"2,947,209 "
2024,Montana,1045,"1,137,233 "
2021,Wyoming,22,"579,636 "
2023,Virginia,8606,"8,734,685 "
2024,Florida,321,"23,372,215 "
2021,South Carolina,6284,"5,194,274 "
2023,Illinois,11763,"12,642,259 "
2023,Idaho,55,"1,971,122 "
2020,Wisconsin,390,"5,897,375 "
2021,Montana,1043,"1,106,522 "
2022,Illinois,3661,"12,621,821 "
2023,Massachusetts,513,"7,066,568 "
2021,Wyoming,12,"579,636 "
2021,New Hampshire,284,"1,387,677 "
2022,North Dakota,32,"781,057 "
2022,Wisconsin,4449,"5,903,975 "
2023,South Dakota,564,"918,305 "
2020,Alabama,5265,"5,033,094 "
2020,Indiana,256,"6,790,497 "
2024,Missouri,91,"6,245,466 "
2023,Wyoming,5,"585,067 "
2024,Georgia,367,"11,180,878 "
2022,Tennessee,9735,"7,062,217 "
2023,Missouri,3757,"6,208,038 "
2020,Oklahoma,69,"3,965,415 "
2020,Louisiana,2842,"4,652,301 "
2024,Texas,590,"31,290,831 "
2023,Hawaii,976,"1,441,387 "
2021,Missouri,698,"6,171,374 "
2022,Nebraska,23,"1,972,246 "
2021,Oregon,505,"4,254,280 "
2021,Oklahoma,26,"3,992,238 "
2023,Arizona,301,"7,473,027 "
2022,Florida,2952,"22,379,312 "
2023,Columbia,19,"687,324 "
2020,New Hampshire,95,"1,378,756 "
2024,Delaware,529,"1,051,917 "
2023,Rhode Island,115,"1,103,429 "
2024,Kansas,84,"2,970,606 "
2021,Texas,1555,"29,570,351 "
2024,New Jersey,421,"9,500,851 "
2022,New Mexico,771,"2,113,868 "
2022,Indiana,40,"6,844,545 "
2021,Maine,2,"1,378,931 "
2021,Mississippi,22,"2,947,209 "
2022,Virginia,2414,"8,683,414 "
2020,Alaska,339,"733,017 "
2022,Idaho,74,"1,944,299 "
2022,Texas,30316,"30,113,488 "
2023,Missouri,108,"6,208,038 "
2023,Rhode Island,731,"1,103,429 "
2024,Washington,467,"7,958,180 "
2022,Missouri,8716,"6,179,414 "
2020,New Hampshire,147,"1,378,756 "
2024,Virginia,897,"8,811,195 "
2024,Kansas,1754,"2,970,606 "
2023,Kansas,95,"2,951,500 "
2021,Wyoming,5,"579,636 "
2022,West Virginia,15,"1,774,122 "
2024,Ohio,545,"11,883,304 "
2023,Maine,63,"1,399,646 "
2020,Delaware,288,"991,928 "
2022,Virginia,75,"8,683,414 "
2023,Wyoming,5,"585,067 "
2024,Ohio,8242,"11,883,304 "
2023,Nebraska,2044,"1,987,864 "
2021,New Hampshire,275,"1,387,677 "
2024,Nevada,3746,"3,267,467 "
2020,Rhode Island,1534,"1,096,530 "
2020,Florida,7742,"21,592,035 "
2021,Idaho,88,"1,904,848 "
2021,Iowa,470,"3,198,613 "
2024,North Dakota,23,"796,568 "
2020,California,5671,"39,521,958 "
2022,Utah,573,"3,391,011 "
2024,California,768,"39,431,263 "
2024,Wyoming,484,"587,618 "
2024,Georgia,926,"11,180,878 "
2024,Nevada,401,"3,267,467 "
2023,Iowa,241,"3,218,414 "
2024,Oregon,2534,"4,272,371 "
2022,Maryland,59,"6,192,440 "
2022,Washington,8897,"7,794,123 "
2023,Connecticut,238,"3,643,023 "
2020,Washington,1071,"7,727,209 "
2021,Hawaii,926,"1,447,029 "
2023,Vermont,44,"648,708 "
2024,Maine,74,"1,405,012 "
2022,South Dakota,16,"909,723 "
2024,Texas,25951,"31,290,831 "
2020,Kansas,2704,"2,938,172 "
2023,Maine,1452,"1,399,646 "
2023,New Mexico,45,"2,121,164 "
2023,Illinois,1870,"12,642,259 "
2020,Florida,3642,"21,592,035 "
2020,Kansas,54,"2,938,172 "
2023,Maryland,31,"6,217,062 "
2020,West Virginia,682,"1,791,646 "
2021,Virginia,72,"8,658,910 "
2021,Virginia,69,"8,658,910 "
2020,Washington,1101,"7,727,209 "
2022,Pennsylvania,11557,"12,984,990 "
2024,Alaska,40,"740,133 "
2024,Nevada,34,"3,267,467 "
2021,West Virginia,8,"1,785,618 "
2021,Kansas,47,"2,938,338 "
2024,Alaska,614,"740,133 "
2022,Florida,3107,"22,379,312 "
2023,Alabama,4084,"5,117,673 "
2020,Texas,1104,"29,239,570 "
2020,Mississippi,2492,"2,958,536 "
2023,New Mexico,36,"2,121,164 "
2020,Alabama,4244,"5,033,094 "
2020,Iowa,3325,"3,191,141 "
2023,Nebraska,16,"1,987,864 "
2023,Delaware,625,"1,036,423 "
2020,Kentucky,288,"4,508,318 "
2024,Ohio,11055,"11,883,304 "
2021,Vermont,93,"647,210 "
2022,New Hampshire,71,"1,396,678 "
2023,Louisiana,4285,"4,588,071 "
2022,Minnesota,4263,"5,721,621 "
2022,New Hampshire,110,"1,396,678 "
2021,Oklahoma,50,"3,992,238 "
2024,Florida,32293,"23,372,215 "
2020,Indiana,101,"6,790,497 "
2020,West Virginia,11,"1,791,646 "
2024,Utah,32,"3,503,613 "
2021,California,1749,"39,142,565 "
2022,Nevada,2137,"3,176,116 "
2021,Montana,42,"1,106,522 "
2022,Mississippi,1650,"2,941,939 "
2022,New Hampshire,208,"1,396,678 "
2023,Wyoming,358,"585,067 "
2020,Nevada,4122,"3,116,967 "
2021,Kentucky,4314,"4,507,583 "
2024,Indiana,93,"6,924,275 "
2021,Utah,4460,"3,339,738 "
2020,Oregon,103,"4,243,779 "
2024,Colorado,780,"5,957,493 "
2021,Hawaii,19,"1,447,029 "
2020,North Dakota,9,"779,563 "
2023,Maine,113,"1,399,646 "
2020,Minnesota,1307,"5,710,735 "
2020,Georgia,13190,"10,732,888 "
2022,New Jersey,603,"9,295,227 "
2022,Montana,28,"1,122,095 "
2021,Texas,1644,"29,570,351 "
2021,North Dakota,48,"777,966 "
2021,West Virginia,16,"1,785,618 "
2022,Tennessee,5994,"7,062,217 "
2020,Florida,31535,"21,592,035 "
2020,Arizona,13427,"7,187,135 "
2020,Maine,1085,"1,364,571 "
2021,New York,1521,"19,848,276 "
2021,Illinois,15757,"12,700,641 "
2023,Massachusetts,4616,"7,066,568 "
2022,New Jersey,8968,"9,295,227 "
2022,Wyoming,5,"581,978 "
2023,South Dakota,31,"918,305 "
2021,Missouri,160,"6,171,374 "
2024,Wyoming,579,"587,618 "
2021,Iowa,52,"3,198,613 "
2022,Montana,86,"1,122,095 "
2021,North Dakota,477,"777,966 "
2020,Arizona,579,"7,187,135 "
2022,Connecticut,312,"3,617,925 "
2021,Utah,2117,"3,339,738 "
2020,Louisiana,4880,"4,652,301 "
2020,Wisconsin,239,"5,897,375 "
2024,Washington,529,"7,958,180 "
2023,Arkansas,35,"3,069,463 "
2021,Delaware,293,"1,005,062 "
2022,Columbia,959,"676,725 "
2022,Montana,68,"1,122,095 "
2023,Idaho,14,"1,971,122 "
2023,Columbia,478,"687,324 "
2022,Missouri,393,"6,179,414 "
2021,West Virginia,826,"1,785,618 "
2024,New Hampshire,588,"1,409,032 "
2021,Idaho,47,"1,904,848 "
2023,Louisiana,96,"4,588,071 "
2020,South Carolina,13,"5,132,249 "
2020,North Carolina,1071,"10,449,652 "
2023,Idaho,65,"1,971,122 "
2021,West Virginia,1174,"1,785,618 "
2022,Oregon,3558,"4,247,372 "
2020,Virginia,8478,"8,637,615 "
2021,West Virginia,861,"1,785,618 "
2020,Wisconsin,8347,"5,897,375 "
2022,Washington,171,"7,794,123 "
2021,Wyoming,43,"579,636 "
2024,Hawaii,423,"1,446,146 "
2023,Vermont,22,"648,708 "
2022,Maine,1893,"1,390,922 "
2021,Ohio,584,"11,767,344 "
2024,Minnesota,262,"5,793,151 "
2021,Iowa,363,"3,198,613 "
2020,New Mexico,26,"2,118,606 "
2022,Massachusetts,551,"7,022,468 "
2024,Rhode Island,188,"1,112,308 "
2024,Utah,339,"3,503,613 "
2021,Ohio,11645,"11,767,344 "
2021,New Jersey,1544,"9,270,541 "
2020,South Carolina,21,"5,132,249 "
2024,Massachusetts,1951,"7,136,171 "
2024,Tennessee,7152,"7,227,750 "
2021,Idaho,130,"1,904,848 "
2023,Maryland,452,"6,217,062 "
2021,Missouri,9186,"6,171,374 "
2021,Delaware,949,"1,005,062 "
2021,Washington,10927,"7,743,760 "
2021,Rhode Island,1473,"1,097,246 "
2023,Pennsylvania,6627,"13,017,721 "
2020,Vermont,82,"642,977 "
2021,Nevada,59,"3,148,141 "
2020,South Carolina,1123,"5,132,249 "
2023,Michigan,1246,"10,083,356 "
2020,New Mexico,703,"2,118,606 "
2024,North Dakota,173,"796,568 "
2024,North Dakota,2,"796,568 "
2023,California,715,"39,198,693 "
2020,Oklahoma,2756,"3,965,415 "
2021,Kentucky,39,"4,507,583 "
2023,New Jersey,714,"9,379,642 "
2023,Delaware,29,"1,036,423 "
2022,Massachusetts,990,"7,022,468 "
2020,Michigan,1460,"10,072,703 "
2020,West Virginia,64,"1,791,646 "
2022,Utah,2043,"3,391,011 "
2023,Alabama,3803,"5,117,673 "
2023,Maryland,2330,"6,217,062 "
2023,Wyoming,4,"585,067 "
2024,Pennsylvania,10397,"13,078,751 "
2023,New Jersey,4882,"9,379,642 "
2020,Wisconsin,569,"5,897,375 "
2020,Missouri,9683,"6,154,744 "
2020,Texas,32724,"29,239,570 "
2021,Columbia,301,"669,256 "
2020,Alabama,15,"5,033,094 "
2021,South Carolina,6731,"5,194,274 "
2022,New Jersey,8595,"9,295,227 "
2020,Hawaii,8,"1,451,252 "
2023,Georgia,12203,"11,064,432 "
2022,Georgia,95,"10,931,805 "
2020,Washington,7906,"7,727,209 "
2022,Alaska,647,"734,442 "
2020,South Dakota,6,"887,948 "
2023,Vermont,47,"648,708 "
2022,Alaska,38,"734,442 "
2020,Iowa,31,"3,191,141 "
2020,South Carolina,1046,"5,132,249 "
2022,Georgia,41,"10,931,805 "
2020,Columbia,10,"670,917 "
2023,North Carolina,14264,"10,881,189 "
2024,Arizona,440,"7,582,384 "
2022,Kansas,2383,"2,937,324 "
2023,Arkansas,49,"3,069,463 "
2022,Nebraska,31,"1,972,246 "
2024,Utah,3274,"3,503,613 "
2022,Pennsylvania,2694,"12,984,990 "
2021,Alaska,158,"734,420 "
2021,South Carolina,33,"5,194,274 "
2022,Tennessee,351,"7,062,217 "
2020,Illinois,8780,"12,799,088 "
2020,Alabama,202,"5,033,094 "
2020,Texas,36890,"29,239,570 "
2020,Kentucky,5006,"4,508,318 "
2020,Ohio,839,"11,798,905 "
2021,Pennsylvania,492,"13,015,571 "
2023,Maine,41,"1,399,646 "
2023,New York,6551,"19,737,367 "
2020,New Mexico,895,"2,118,606 "
2020,Louisiana,129,"4,652,301 "
2021,Idaho,75,"1,904,848 "
2020,Maryland,9315,"6,177,935 "
2024,Nevada,448,"3,267,467 "
2023,Arizona,50,"7,473,027 "
2023,Maryland,3180,"6,217,062 "
2024,Montana,76,"1,137,233 "
2020,Arkansas,3224,"3,014,546 "
2023,Alaska,60,"736,510 "
2023,Missouri,79,"6,208,038 "
2023,South Carolina,6980,"5,387,830 "
2021,Wisconsin,80,"5,881,608 "
2021,Hawaii,819,"1,447,029 "
2020,Utah,41,"3,284,077 "
2021,Georgia,1397,"10,792,060 "
2023,South Carolina,6296,"5,387,830 "
2021,Nebraska,39,"1,964,537 "
2020,South Carolina,332,"5,132,249 "
2020,Montana,831,"1,087,230 "
2024,Michigan,1304,"10,140,459 "
2021,Massachusetts,584,"7,000,474 "
2021,Louisiana,174,"4,627,971 "
2022,New York,9659,"19,703,747 "
2021,Utah,595,"3,339,738 "
2020,New Hampshire,2033,"1,378,756 "
2020,Illinois,6292,"12,799,088 "
2020,Washington,11207,"7,727,209 "
2023,Kansas,14,"2,951,500 "
2022,Texas,329,"30,113,488 "
2024,Indiana,6703,"6,924,275 "
2023,Montana,46,"1,131,302 "
2021,North Carolina,10508,"10,564,320 "
2020,New Hampshire,71,"1,378,756 "
2021,Iowa,60,"3,198,613 "
2021,Columbia,136,"669,256 "
2022,Iowa,38,"3,202,820 "
2022,Arizona,6824,"7,377,566 "
2023,New Jersey,7180,"9,379,642 "
2023,Rhode Island,945,"1,103,429 "
2021,Washington,856,"7,743,760 "
2022,New Hampshire,1480,"1,396,678 "
2020,California,1868,"39,521,958 "
2020,Wisconsin,8206,"5,897,375 "
2023,West Virginia,892,"1,770,495 "
2023,Rhode Island,687,"1,103,429 "
2020,Wisconsin,401,"5,897,375 "
2020,Indiana,153,"6,790,497 "
2022,Kansas,34,"2,937,324 "
2020,Colorado,1023,"5,787,129 "
2024,West Virginia,12,"1,769,979 "
2023,Oklahoma,22,"4,063,882 "
2020,Michigan,14937,"10,072,703 "
2022,Michigan,12000,"10,050,877 "
2023,Pennsylvania,3151,"13,017,721 "
2020,Tennessee,9732,"6,927,904 "
2024,Utah,25,"3,503,613 "
2022,Nebraska,75,"1,972,246 "
2020,Nevada,27,"3,116,967 "
2024,New York,11449,"19,867,248 "
2021,Arizona,756,"7,274,078 "
2023,Iowa,21,"3,218,414 "
2023,Mississippi,47,"2,943,172 "
2021,Pennsylvania,14643,"13,015,571 "
2020,West Virginia,3,"1,791,646 "
2024,South Carolina,533,"5,478,831 "
2024,Maryland,1262,"6,263,220 "
2022,Louisiana,182,"4,593,687 "
2024,Washington,6779,"7,958,180 "
2024,Vermont,22,"648,493 "
2020,Colorado,688,"5,787,129 "
2022,Nebraska,1296,"1,972,246 "
2022,Kansas,39,"2,937,324 "
2022,Oklahoma,3706,"4,026,229 "
2022,Texas,1120,"30,113,488 "
2022,Idaho,34,"1,944,299 "
2022,Nebraska,1662,"1,972,246 "
2020,Montana,693,"1,087,230 "
2023,Maine,1207,"1,399,646 "
2022,Georgia,415,"10,931,805 "
2022,Maine,2191,"1,390,922 "
2023,Pennsylvania,3045,"13,017,721 "
2020,Kansas,1953,"2,938,172 "
2022,Columbia,941,"676,725 "
2022,Kansas,3523,"2,937,324 "
2024,South Dakota,9,"924,669 "
2022,Delaware,191,"1,020,625 "
2020,Iowa,4487,"3,191,141 "
2021,Alaska,59,"734,420 "
2022,South Dakota,601,"909,723 "
2021,Kansas,54,"2,938,338 "
2023,Tennessee,223,"7,148,304 "
2021,Connecticut,1075,"3,606,607 "
2020,North Dakota,568,"779,563 "
2022,Missouri,5516,"6,179,414 "
2022,Oklahoma,11,"4,026,229 "
2024,Alabama,14,"5,157,699 "
2023,Indiana,32,"6,880,131 "
2020,Columbia,142,"670,917 "
2023,Colorado,6333,"5,901,339 "
2021,West Virginia,13,"1,785,618 "
2021,South Dakota,54,"896,492 "
2024,Florida,36925,"23,372,215 "
2023,Mississippi,1400,"2,943,172 "
2023,Alaska,89,"736,510 "
2024,New Mexico,24,"2,130,256 "
2020,Ohio,430,"11,798,905 "
2020,Minnesota,7081,"5,710,735 "
2024,Arkansas,2933,"3,088,354 "
2024,Virginia,10479,"8,811,195 "
2021,Kentucky,5151,"4,507,583 "
2021,Illinois,11792,"12,700,641 "
2024,Colorado,871,"5,957,493 "
2023,Utah,332,"3,443,222 "
2020,Kentucky,5452,"4,508,318 "
2020,Arizona,467,"7,187,135 "
2020,California,5248,"39,521,958 "
2022,Oklahoma,92,"4,026,229 "
2022,South Carolina,549,"5,287,935 "
2021,Wisconsin,330,"5,881,608 "
2021,Maine,2396,"1,378,931 "
2024,Indiana,103,"6,924,275 "
2020,Wyoming,640,"577,681 "
2020,Hawaii,5,"1,451,252 "
2020,Louisiana,125,"4,652,301 "
2024,Oregon,236,"4,272,371 "
2023,Idaho,83,"1,971,122 "
2023,North Carolina,29,"10,881,189 "
2023,Pennsylvania,352,"13,017,721 "
2023,Oregon,2033,"4,253,653 "
2020,Illinois,2827,"12,799,088 "
2021,Texas,23444,"29,570,351 "
2020,California,31915,"39,521,958 "
2024,Washington,92,"7,958,180 "
2021,Tennessee,10579,"6,965,740 "
2021,Tennessee,384,"6,965,740 "
2020,Maryland,2585,"6,177,935 "
2020,North Carolina,986,"10,449,652 "
2020,Florida,412,"21,592,035 "
2021,North Carolina,687,"10,564,320 "
2023,Arizona,41,"7,473,027 "
2020,Wyoming,678,"577,681 "
2024,Georgia,569,"11,180,878 "
2022,New Jersey,5932,"9,295,227 "
2021,Wyoming,19,"579,636 "
2020,South Dakota,3,"887,948 "
